2008-01-02	10:14:50.657436	M15	ON
2008-01-02	10:14:52.886258	M15	OFF
2008-01-02	10:52:57.510774	M15	ON
2008-01-02	10:53:03.632351	M15	OFF
2008-01-02	11:19:09.469646	M15	OFF
2008-01-02	11:19:18.24993	M15	ON
2008-01-02	11:19:25.68503	M15	ON
2008-01-02	11:19:32.718887	M15	OFF
2008-01-02	11:19:44.630043	M15	ON
2008-01-02	11:19:47.692781	M15	OFF
2008-01-02	11:21:26.305531	M15	OFF
2008-01-02	11:33:39.126536	M15	ON
2008-01-02	11:33:43.125251	M15	OFF
2008-01-02	11:33:43.125251	M15	OFF
2008-01-02	11:34:35.6429	M15	ON
2008-01-02	11:34:42.752857	M15	OFF
2008-01-02	11:34:42.752857	M15	OFF
2008-01-02	11:36:01.335074	M15	ON
2008-01-02	11:38:23.764653	M15	ON
2008-01-02	11:38:23.764653	M15	ON
2008-01-02	11:38:23.764653	M15	ON
2008-01-02	11:38:23.764653	M15	ON
2008-01-02	11:38:23.764653	M15	ON
2008-01-02	11:38:23.764653	M15	ON
2008-01-02	11:38:23.764653	M15	ON
2008-01-02	11:38:27.938311	M15	OFF
2008-01-02	11:39:25.490083	M15	ON
2008-01-02	11:39:31.721618	M15	OFF
2008-01-02	11:39:31.721618	M15	OFF
2008-01-02	11:49:33.880468	M15	ON
2008-01-02	11:49:37.96239	M15	OFF
2008-01-02	12:04:44.942551	M15	OFF
2008-01-02	12:04:44.942551	M15	OFF
2008-01-02	12:04:44.942551	M15	OFF
2008-01-02	12:04:44.942551	M15	OFF
2008-01-02	12:34:46.784572	M15	ON
2008-01-02	12:34:46.784572	M15	ON
2008-01-02	12:34:46.784572	M15	ON
2008-01-02	12:34:53.239064	M15	OFF
2008-01-02	12:34:53.863025	M15	ON
2008-01-02	12:34:55.775673	M15	OFF
2008-01-02	12:34:57.45796	M15	ON
2008-01-02	12:35:03.769311	M15	OFF
2008-01-02	12:35:06.693101	M15	ON
2008-01-02	12:35:08.989946	M15	OFF
2008-01-02	12:35:10.575822	M15	ON
2008-01-02	12:35:37.988878	M15	OFF
2008-01-02	12:35:41.367606	M15	ON
2008-01-02	12:36:00.352224	M15	OFF
2008-01-02	12:36:11.688445	M15	ON
2008-01-02	12:36:15.17822	M15	OFF
2008-01-02	12:36:16.74129	M15	ON
2008-01-02	12:36:21.49818	M15	OFF
2008-01-02	12:36:28.720188	M15	ON
2008-01-02	12:36:33.222936	M15	OFF
2008-01-02	12:36:35.868705	M15	ON
2008-01-02	12:36:48.612789	M15	OFF
2008-01-02	12:45:21.92383	M15	ON
2008-01-02	12:45:21.92383	M15	ON
2008-01-02	12:45:25.983999	M15	OFF
2008-01-02	12:46:30.36126	M15	ON
2008-01-02	12:46:34.449939	M15	OFF
2008-01-02	12:46:58.641196	M15	ON
2008-01-02	12:47:03.192842	M15	OFF
2008-01-02	12:47:18.357721	M15	ON
2008-01-02	12:47:24.503225	M15	OFF
2008-01-02	12:47:24.503225	M15	OFF
2008-01-02	12:47:52.680216	M15	ON
2008-01-02	12:48:05.798243	M15	OFF
2008-01-02	12:55:35.21913	M15	ON
2008-01-02	12:55:44.769487	M15	OFF
2008-01-02	12:55:44.769487	M15	OFF
2008-01-02	12:55:44.769487	M15	OFF
2008-01-02	12:55:44.769487	M15	OFF
2008-01-02	13:05:05.811326	M15	ON
2008-01-02	13:05:05.811326	M15	ON
2008-01-02	13:05:08.105153	M15	OFF
2008-01-02	13:05:08.82009	M15	ON
2008-01-02	13:05:22.762093	M15	OFF
2008-01-02	13:05:22.762093	M15	OFF
2008-01-02	13:05:22.762093	M15	OFF
2008-01-02	13:05:27.65792	M15	ON
2008-01-02	13:05:29.156641	M15	OFF
2008-01-02	13:05:33.580289	M15	ON
2008-01-02	13:16:00.48417	M15	ON
2008-01-02	13:16:03.126078	M15	OFF
2008-01-02	13:16:03.126078	M15	OFF
2008-01-02	13:19:41.681341	M15	ON
2008-01-02	13:19:41.681341	M15	ON
2008-01-02	13:19:43.838163	M15	OFF
2008-01-02	13:19:43.838163	M15	OFF
2008-01-02	13:28:37.891695	M15	ON
2008-01-02	13:28:39.856562	M15	OFF
2008-01-02	13:30:38.397476	M15	ON
2008-01-02	13:30:44.456993	M15	OFF
2008-01-02	13:30:44.456993	M15	OFF
2008-01-02	14:15:47.507402	M15	ON
2008-01-02	14:15:50.107197	M15	OFF
2008-01-02	14:15:50.107197	M15	OFF
2008-01-02	15:06:46.10439	M15	ON
2008-01-02	15:06:49.679165	M15	OFF
2008-01-02	15:06:55.754749	M15	ON
2008-01-02	15:06:55.754749	M15	ON
2008-01-02	15:06:55.754749	M15	ON
2008-01-02	15:06:55.754749	M15	ON
2008-01-02	15:06:55.754749	M15	ON
2008-01-02	15:06:58.408512	M15	OFF
2008-01-02	15:27:40.66607	M15	OFF
2008-01-02	15:28:09.610054	M15	ON
2008-01-02	15:28:09.610054	M15	ON
2008-01-02	15:28:11.326957	M15	OFF
2008-01-02	15:28:11.326957	M15	OFF
2008-01-02	15:50:01.395191	M15	ON
2008-01-02	15:50:01.395191	M15	ON
2008-01-02	15:50:04.865917	M15	OFF
2008-01-02	16:05:23.747768	M15	ON
2008-01-02	16:05:27.487498	M15	OFF
2008-01-02	16:08:25.76086	M15	ON
2008-01-02	16:08:27.840722	M15	OFF
2008-01-02	16:09:52.293743	M15	ON
2008-01-02	16:09:54.951523	M15	OFF
2008-01-02	16:09:54.951523	M15	OFF
2008-01-02	16:11:34.608466	M15	ON
2008-01-02	16:11:34.608466	M15	ON
2008-01-02	16:11:36.544363	M15	OFF
2008-01-02	16:26:40.789172	M15	ON
2008-01-02	16:26:43.356033	M15	OFF
2008-01-02	16:32:02.328364	M15	ON
2008-01-02	16:32:03.631172	M15	OFF
2008-01-02	16:33:42.454127	M15	ON
2008-01-02	16:33:42.454127	M15	ON
2008-01-02	16:33:44.717963	M15	OFF
2008-01-02	16:34:51.162249	M15	ON
2008-01-02	16:34:53.248067	M15	OFF
2008-01-02	16:35:54.367764	M15	ON
2008-01-02	16:35:55.996626	M15	OFF
2008-01-02	16:35:56.74056	M15	ON
2008-01-02	16:36:03.986052	M15	OFF
2008-01-02	16:36:09.666623	M15	ON
2008-01-02	16:36:09.666623	M15	ON
2008-01-02	16:36:09.666623	M15	ON
2008-01-02	16:36:11.413518	M15	OFF
2008-01-02	16:36:19.335925	M15	ON
2008-01-02	16:36:21.655787	M15	OFF
2008-01-02	16:44:05.597946	M15	ON
2008-01-02	16:44:05.597946	M15	ON
2008-01-02	16:44:07.576795	M15	OFF
2008-01-02	19:04:10.144317	M15	ON
2008-01-02	19:04:14.344965	M15	OFF
2008-01-02	19:04:20.895553	M15	ON
2008-01-02	19:04:20.895553	M15	ON
2008-01-02	19:04:20.895553	M15	ON
2008-01-02	19:04:20.895553	M15	ON
2008-01-02	19:04:20.895553	M15	ON
2008-01-02	19:04:20.895553	M15	ON
2008-01-02	19:04:30.159808	M15	OFF
2008-01-02	19:04:32.54679	M15	ON
2008-01-02	19:04:37.599297	M15	OFF
2008-01-02	19:04:37.599297	M15	OFF
2008-01-02	19:04:37.599297	M15	OFF
2008-01-02	19:04:42.5598	M15	ON
2008-01-02	19:04:46.502611	M15	OFF
2008-01-02	19:04:46.502611	M15	OFF
2008-01-02	19:05:11.601862	M15	ON
2008-01-02	19:05:11.601862	M15	ON
2008-01-02	19:05:15.894519	M15	OFF
2008-01-02	19:06:06.39893	M15	OFF
2008-01-02	19:06:08.752702	M15	ON
2008-01-02	19:06:08.752702	M15	ON
2008-01-02	19:06:14.382333	M15	OFF
2008-01-02	19:06:14.382333	M15	OFF
2008-01-02	19:06:27.555353	M15	ON
2008-01-02	19:06:36.732687	M15	OFF
2008-01-02	19:06:36.732687	M15	OFF
2008-01-02	19:06:36.732687	M15	OFF
2008-01-02	19:06:42.438247	M15	ON
2008-01-02	19:06:46.475933	M15	OFF
2008-01-02	19:07:29.305848	M15	ON
2008-01-02	19:07:31.235724	M15	OFF
2008-01-02	19:07:34.695465	M15	ON
2008-01-02	19:07:38.618176	M15	OFF
2008-01-02	19:08:13.81171	M15	ON
2008-01-02	19:08:18.627281	M15	OFF
2008-01-02	19:08:18.627281	M15	OFF
2008-01-02	19:08:18.627281	M15	OFF
2008-01-02	19:08:18.627281	M15	OFF
2008-01-02	19:09:16.216099	M15	ON
2008-01-02	19:09:21.925691	M15	OFF
2008-01-02	19:09:21.925691	M15	OFF
2008-01-02	19:09:54.24034	M15	ON
2008-01-02	19:10:00.806873	M15	OFF
2008-01-02	19:10:00.806873	M15	OFF
2008-01-02	19:10:13.24972	M15	ON
2008-01-02	19:10:17.746623	M15	OFF
2008-01-02	19:10:17.746623	M15	OFF
2008-01-02	19:10:17.746623	M15	OFF
2008-01-02	19:10:17.746623	M15	OFF
2008-01-02	19:10:17.746623	M15	OFF
2008-01-02	19:10:17.746623	M15	OFF
2008-01-02	19:10:37.808175	M15	ON
2008-01-02	19:10:41.977887	M15	OFF
2008-01-02	20:16:10.574947	M15	ON
2008-01-02	20:16:12.524827	M15	OFF
2008-01-02	20:21:48.838962	M15	ON
2008-01-02	20:21:50.9988	M15	OFF
2008-01-03	06:51:42.545831	M15	ON
2008-01-03	06:51:49.584285	M15	OFF
2008-01-03	06:51:49.584285	M15	OFF
2008-01-03	06:51:57.197728	M15	ON
2008-01-03	06:51:59.189594	M15	OFF
2008-01-03	10:24:22.492456	M15	ON
2008-01-03	10:24:24.36239	M15	OFF
2008-01-03	10:24:24.36239	M15	OFF
2008-01-03	10:35:27.931947	M15	ON
2008-01-03	10:35:32.671637	M15	OFF
2008-01-03	10:35:34.774501	M15	ON
2008-01-03	10:35:39.939167	M15	OFF
2008-01-03	10:35:39.939167	M15	OFF
2008-01-03	10:35:39.939167	M15	OFF
2008-01-03	10:35:39.939167	M15	OFF
2008-01-03	10:35:39.939167	M15	OFF
2008-01-03	10:35:46.413696	M15	ON
2008-01-03	10:35:48.349544	M15	OFF
2008-01-03	10:35:56.659967	M15	ON
2008-01-03	10:35:56.659967	M15	ON
2008-01-03	10:35:56.659967	M15	ON
2008-01-03	10:35:59.969721	M15	OFF
2008-01-03	10:36:00.458722	M15	ON
2008-01-03	10:36:01.705612	M15	OFF
2008-01-03	10:36:06.40253	M15	ON
2008-01-03	10:36:08.320139	M15	OFF
2008-01-03	10:36:09.73096	M15	ON
2008-01-03	10:36:13.697703	M15	OFF
2008-01-03	10:36:16.842521	M15	ON
2008-01-03	10:36:20.384279	M15	OFF
2008-01-03	10:36:37.713044	M15	ON
2008-01-03	10:36:51.889048	M15	OFF
2008-01-03	10:36:51.889048	M15	OFF
2008-01-03	10:55:31.296887	M15	ON
2008-01-03	10:55:31.296887	M15	ON
2008-01-03	10:55:35.494457	M15	OFF
2008-01-03	10:55:41.6077	M15	ON
2008-01-03	10:55:46.605702	M15	OFF
2008-01-03	10:55:46.605702	M15	OFF
2008-01-03	10:56:42.897835	M15	ON
2008-01-03	10:56:47.275498	M15	OFF
2008-01-03	10:57:48.684266	M15	ON
2008-01-03	10:58:02.587279	M15	OFF
2008-01-03	10:58:02.587279	M15	OFF
2008-01-03	10:58:02.587279	M15	OFF
2008-01-03	10:58:04.386181	M15	ON
2008-01-03	10:58:04.386181	M15	ON
2008-01-03	10:58:09.331951	M15	OFF
2008-01-03	11:38:50.618138	M15	ON
2008-01-03	11:38:50.618138	M15	ON
2008-01-03	11:38:56.3137	M15	OFF
2008-01-03	11:39:28.21411	M15	ON
2008-01-03	11:39:33.64499	M15	OFF
2008-01-03	11:40:01.843919	M15	ON
2008-01-03	11:40:05.746647	M15	OFF
2008-01-03	12:05:56.641197	M15	ON
2008-01-03	12:06:02.701795	M15	OFF
2008-01-03	12:06:02.701795	M15	OFF
2008-01-03	12:06:02.701795	M15	OFF
2008-01-03	12:06:02.701795	M15	OFF
2008-01-03	12:33:21.806398	M15	ON
2008-01-03	12:33:23.504342	M15	OFF
2008-01-03	12:33:23.504342	M15	OFF
2008-01-03	12:33:41.736061	M15	ON
2008-01-03	12:33:48.638605	M15	OFF
2008-01-03	12:33:48.638605	M15	OFF
2008-01-03	12:33:48.638605	M15	OFF
2008-01-03	12:33:48.638605	M15	OFF
2008-01-03	12:40:53.955345	M15	ON
2008-01-03	12:40:59.370979	M15	OFF
2008-01-03	12:41:10.604223	M15	ON
2008-01-03	12:41:10.604223	M15	ON
2008-01-03	12:41:10.604223	M15	ON
2008-01-03	12:41:10.604223	M15	ON
2008-01-03	12:41:13.545009	M15	OFF
2008-01-03	12:41:18.41695	M15	ON
2008-01-03	12:41:20.494507	M15	OFF
2008-01-03	12:45:59.711567	M15	ON
2008-01-03	12:45:59.711567	M15	ON
2008-01-03	12:45:59.711567	M15	ON
2008-01-03	12:45:59.711567	M15	ON
2008-01-03	12:45:59.711567	M15	ON
2008-01-03	12:45:59.711567	M15	ON
2008-01-03	12:46:03.60297	M15	OFF
2008-01-03	12:46:03.60297	M15	OFF
2008-01-03	12:46:03.60297	M15	OFF
2008-01-03	12:54:46.658116	M15	ON
2008-01-03	12:54:46.658116	M15	ON
2008-01-03	12:54:46.658116	M15	ON
2008-01-03	12:54:46.658116	M15	ON
2008-01-03	13:18:01.26374	M15	ON
2008-01-03	13:18:04.523136	M15	OFF
2008-01-03	13:18:17.766165	M15	ON
2008-01-03	13:18:17.766165	M15	ON
2008-01-03	13:18:17.766165	M15	ON
2008-01-03	13:18:17.766165	M15	ON
2008-01-03	13:18:17.766165	M15	ON
2008-01-03	13:18:17.766165	M15	ON
2008-01-03	13:22:36.364412	M15	ON
2008-01-03	13:22:39.762176	M15	OFF
2008-01-03	13:22:39.762176	M15	OFF
2008-01-03	13:23:51.372977	M15	ON
2008-01-03	13:23:57.820565	M15	OFF
2008-01-03	13:23:57.820565	M15	OFF
2008-01-03	13:23:57.820565	M15	OFF
2008-01-03	13:23:57.820565	M15	OFF
2008-01-03	13:23:57.820565	M15	OFF
2008-01-03	13:23:57.820565	M15	OFF
2008-01-03	13:23:57.820565	M15	OFF
2008-01-03	13:23:57.820565	M15	OFF
2008-01-03	13:23:57.820565	M15	OFF
2008-01-03	13:24:35.339823	M15	ON
2008-01-03	13:24:43.801208	M15	OFF
2008-01-03	13:25:05.568614	M15	ON
2008-01-03	13:25:05.568614	M15	ON
2008-01-03	13:25:11.886139	M15	OFF
2008-01-03	13:25:22.634375	M15	ON
2008-01-03	13:25:26.455069	M15	OFF
2008-01-03	13:26:00.105655	M15	ON
2008-01-03	13:26:04.40388	M15	OFF
2008-01-03	13:44:10.801513	M15	ON
2008-01-03	13:44:10.801513	M15	ON
2008-01-03	13:44:13.404341	M15	OFF
2008-01-03	13:44:13.404341	M15	OFF
2008-01-03	13:46:04.770096	M15	ON
2008-01-03	13:46:07.33954	M15	OFF
2008-01-03	14:16:22.689398	M15	ON
2008-01-03	14:16:22.689398	M15	ON
2008-01-03	14:16:22.689398	M15	ON
2008-01-03	14:16:22.689398	M15	ON
2008-01-03	14:16:22.689398	M15	ON
2008-01-03	14:16:22.689398	M15	ON
2008-01-03	14:16:26.215111	M15	OFF
2008-01-03	14:16:45.8796	M15	ON
2008-01-03	14:16:47.806551	M15	OFF
2008-01-03	14:24:52.706821	M15	ON
2008-01-03	14:24:52.706821	M15	ON
2008-01-03	14:24:55.292625	M15	OFF
2008-01-03	14:25:48.235836	M15	ON
2008-01-03	14:25:50.267754	M15	OFF
2008-01-03	14:26:17.636723	M15	ON
2008-01-03	14:26:17.636723	M15	ON
2008-01-03	14:26:18.83658	M15	OFF
2008-01-03	14:26:51.690303	M15	ON
2008-01-03	14:26:51.690303	M15	ON
2008-01-03	14:26:52.594255	M15	OFF
2008-01-03	14:26:58.218822	M15	ON
2008-01-03	14:27:01.718584	M15	OFF
2008-01-03	14:28:09.1376	M15	ON
2008-01-03	14:28:09.1376	M15	ON
2008-01-03	14:28:11.434573	M15	OFF
2008-01-03	14:28:11.811516	M15	ON
2008-01-03	14:28:16.595184	M15	OFF
2008-01-03	14:28:16.595184	M15	OFF
2008-01-03	14:28:16.595184	M15	OFF
2008-01-03	14:31:44.49626	M15	ON
2008-01-03	14:31:50.294842	M15	OFF
2008-01-03	14:31:50.790776	M15	ON
2008-01-03	14:31:52.1647	M15	OFF
2008-01-03	14:40:04.69356	M15	ON
2008-01-03	15:07:00.418592	M15	ON
2008-01-03	15:07:05.703275	M15	OFF
2008-01-03	15:07:05.703275	M15	OFF
2008-01-03	15:07:05.703275	M15	OFF
2008-01-03	15:07:05.703275	M15	OFF
2008-01-03	15:07:05.703275	M15	OFF
2008-01-03	15:07:05.703275	M15	OFF
2008-01-03	15:07:05.703275	M15	OFF
2008-01-03	15:10:19.159324	M15	ON
2008-01-03	15:10:20.411207	M15	OFF
2008-01-03	15:53:40.26	M15	ON
2008-01-03	15:53:43.74893	M15	OFF
2008-01-03	15:53:51.692387	M15	ON
2008-01-03	15:53:55.252159	M15	OFF
2008-01-03	15:53:55.252159	M15	OFF
2008-01-03	15:54:10.374105	M15	ON
2008-01-03	15:54:10.374105	M15	ON
